CUSTOMER_ID,GENDER,POSTAL_CODE,CREDITLIMIT,MONETARY_VALUE,FREQUENCY,RECENCY,HAS_RECEIVED_TEST_MAILING,RESPONSE_TO_TEST_MAILING,ORDERDATE_WITHIN_6_MONTHS_OF_MAILING,NUMBER_OF_PRODUCTS_PURCHASED_IN_TEST_MAILING
16546,female,1506UB,3758,3 high,1 low,2 medium,no,,,
16547,male,1385DH,9563,3 high,1 low,3 high,no,,,
16548,male,1009ZS,5868,1 low,3 high,2 medium,yes,F,nap,0
16549,female,1939IB,125,1 low,3 high,2 medium,no,,,
16550,male,1495ZC,2432,3 high,1 low,3 high,no,,,
16551,female,1262SC,8344,1 low,3 high,1 low,no,,,
16552,female,1146RM,5893,1 low,2 medi,2 medium,no,,,
16553,male,1542YK,177,3 high,1 low,2 medium,yes,F,nap,0
16554,female,1792HF,1689,2 medium,2 medi,2 medium,no,,,
16555,female,1109NY,2206,3 high,1 low,2 medium,no,,,
16556,male,1527NF,2254,2 medium,1 low,1 low,no,,,
16557,male,1686OL,2270,2 medium,1 low,3 high,no,,,
16558,female,1591WW,1499,1 low,2 medi,2 medium,yes,F,nap,0
16559,female,1337KZ,9488,1 low,3 high,3 high,no,,,
16560,male,1177HL,1466,3 high,1 low,3 high,no,,,
16561,male,1505HJ,8617,1 low,3 high,3 high,no,,,
16562,female,1722CO,537,3 high,1 low,3 high,no,,,
16563,male,1770PJ,9345,2 medium,2 medi,3 high,yes,F,nap,0
16564,female,1508QG,9354,3 high,1 low,3 high,no,,,
16565,male,1491NV,9461,1 low,3 high,2 medium,no,,,
16566,female,1355DO,5078,1 low,3 high,1 low,no,,,
16567,female,1151JP,644,2 medium,2 medi,1 low,no,,,
16568,female,1622GM,8260,3 high,1 low,3 high,yes,F,nap,0
16569,male,1205HD,5363,2 medium,2 medi,2 medium,no,,,
16570,female,1900QP,4677,2 medium,1 low,2 medium,no,,,
16571,male,1230MO,1483,2 medium,2 medi,1 low,no,,,
16572,male,1811FD,5481,2 medium,1 low,3 high,no,,,
16573,female,1767WE,6728,1 low,3 high,2 medium,yes,F,nap,0
16574,female,1506CQ,5529,3 high,1 low,3 high,no,,,
16575,female,1875SR,3179,3 high,1 low,3 high,no,,,
16576,male,1256UG,29,3 high,1 low,3 high,no,,,
16577,female,1568TG,1623,1 low,2 medi,2 medium,no,,,
16578,male,1759QH,4453,3 high,1 low,2 medium,yes,F,nap,0
16579,female,1369HV,5317,3 high,1 low,3 high,no,,,
16580,female,1726RZ,3218,1 low,2 medi,2 medium,no,,,
16581,male,1556HA,4225,2 medium,2 medi,2 medium,no,,,
16582,female,1986VF,6716,1 low,3 high,2 medium,no,,,
16583,female,1708RR,5277,3 high,1 low,3 high,yes,F,nap,0
16584,female,1679PI,8188,3 high,1 low,3 high,no,,,
16585,male,1148AW,3723,1 low,2 medi,3 high,no,,,
16586,female,1953GD,7249,1 low,2 medi,1 low,no,,,
16587,male,1899QR,8822,2 medium,1 low,3 high,no,,,
16588,female,1164KS,3886,3 high,1 low,3 high,yes,F,nap,0
16589,female,1123JW,7224,1 low,3 high,2 medium,no,,,
16590,female,1566WS,1240,2 medium,1 low,2 medium,no,,,
16591,female,1270EI,8546,1 low,2 medi,2 medium,no,,,
16592,female,1116CJ,1194,3 high,1 low,2 medium,no,,,
16593,female,1923AG,5881,1 low,2 medi,1 low,yes,F,nap,0
16594,female,1766NQ,882,1 low,3 high,1 low,no,,,
16595,female,1554GT,6166,2 medium,2 medi,3 high,no,,,
16596,female,1262LT,3075,2 medium,3 high,3 high,no,,,
16597,male,1757HP,6115,2 medium,2 medi,3 high,no,,,
16598,female,1237RO,3204,1 low,3 high,1 low,yes,F,nap,0
16599,female,1807SI,8643,1 low,2 medi,2 medium,no,,,
16600,male,1016FE,6237,1 low,2 medi,1 low,no,,,
16601,female,1098AE,4665,2 medium,1 low,3 high,no,,,
16602,female,1102BQ,5743,2 medium,2 medi,2 medium,no,,,
16603,female,1493WD,1101,1 low,3 high,3 high,yes,F,nap,0
16604,female,1182HI,9579,1 low,3 high,3 high,no,,,
16605,female,1576BY,876,2 medium,2 medi,3 high,no,,,
16606,female,1619CK,2680,1 low,2 medi,1 low,no,,,
16607,female,1792KI,7415,3 high,1 low,1 low,no,,,
16608,male,1653UB,9248,3 high,2 medi,1 low,yes,F,nap,0
16609,male,1296DL,8993,2 medium,1 low,2 medium,no,,,
16610,female,1691CM,7121,2 medium,2 medi,2 medium,no,,,
16611,male,1499AR,2500,2 medium,2 medi,2 medium,no,,,
16612,male,1912MC,3693,2 medium,3 high,1 low,no,,,
16613,male,1119MS,4907,2 medium,2 medi,2 medium,yes,F,nap,0
16614,female,1557VZ,6780,3 high,1 low,1 low,no,,,
16615,female,1522UZ,6294,3 high,1 low,1 low,no,,,
16616,male,1529ZJ,7656,2 medium,2 medi,2 medium,no,,,
16617,male,1773LC,8443,2 medium,2 medi,1 low,no,,,
16618,female,1892VG,110,3 high,1 low,2 medium,yes,F,nap,0
16619,male,1782BE,1586,2 medium,2 medi,2 medium,no,,,
16620,male,1864CW,7218,2 medium,2 medi,1 low,no,,,
16621,male,1751LZ,1190,3 high,2 medi,2 medium,no,,,
16622,female,1516SE,3049,2 medium,2 medi,3 high,no,,,
16623,female,1518ZE,6297,2 medium,1 low,3 high,yes,F,nap,0
16624,female,1967VI,4863,1 low,2 medi,3 high,no,,,
16625,female,1608HO,2174,1 low,3 high,2 medium,no,,,
16626,female,1684AK,8544,1 low,3 high,1 low,no,,,
16627,female,1977HS,239,1 low,3 high,2 medium,no,,,
16628,female,1077WY,689,3 high,1 low,3 high,yes,F,nap,0
16629,female,1663EK,5063,2 medium,2 medi,2 medium,no,,,
16630,female,1792BB,6071,2 medium,2 medi,1 low,no,,,
16631,male,1526AO,4631,3 high,1 low,3 high,no,,,
16632,male,1718JZ,8540,2 medium,1 low,3 high,no,,,
16633,male,1501FM,7235,3 high,1 low,2 medium,yes,F,nap,0
16634,male,1474PN,9455,2 medium,2 medi,3 high,no,,,
16635,female,1343IQ,9924,1 low,1 low,2 medium,no,,,
16636,male,1010JJ,6146,2 medium,2 medi,1 low,no,,,
16637,female,1271LZ,2517,3 high,1 low,2 medium,no,,,
16638,male,1104ZJ,3628,2 medium,1 low,3 high,yes,F,nap,0
16639,female,1919LH,2552,3 high,1 low,1 low,no,,,
16640,female,1956TM,9559,2 medium,3 high,3 high,no,,,
16641,female,1782MF,3025,2 medium,1 low,3 high,no,,,
16642,male,1692OQ,6914,1 low,2 medi,2 medium,no,,,
16643,male,1763SJ,7223,2 medium,1 low,2 medium,yes,F,nap,0
16644,male,1752WJ,1598,1 low,3 high,3 high,no,,,
16645,female,1215BT,9129,1 low,3 high,3 high,no,,,
16646,male,1793XD,546,3 high,1 low,2 medium,no,,,
16647,female,1293PE,9205,3 high,1 low,3 high,no,,,
16648,female,1682XC,8601,3 high,1 low,3 high,yes,F,nap,0
16649,male,1804DI,4064,2 medium,2 medi,1 low,no,,,
16650,female,1395CZ,961,3 high,1 low,2 medium,no,,,
16651,male,1547CM,3843,2 medium,2 medi,1 low,no,,,
16652,female,1616BH,3788,1 low,3 high,1 low,no,,,
16653,male,1958HQ,8361,3 high,1 low,3 high,yes,T,yes,2
16654,female,1630UK,4848,3 high,1 low,2 medium,no,,,
16655,female,1071VB,1621,3 high,1 low,3 high,no,,,
16656,female,1919PG,4009,2 medium,2 medi,2 medium,no,,,
16657,male,1145YE,9992,1 low,3 high,3 high,no,,,
16658,male,1864AN,3140,3 high,1 low,3 high,yes,F,nap,0
16659,female,1828GA,2141,2 medium,1 low,1 low,no,,,
16660,female,1140VR,6500,2 medium,1 low,3 high,no,,,
16661,female,1795UV,6032,3 high,1 low,2 medium,no,,,
16662,female,1008GT,8831,1 low,3 high,2 medium,no,,,
16663,female,1296HC,9184,2 medium,2 medi,1 low,yes,F,nap,0
16664,male,1718EW,3935,2 medium,2 medi,1 low,no,,,
16665,male,1406LH,5570,3 high,1 low,2 medium,no,,,
16666,male,1606YS,3731,3 high,1 low,3 high,no,,,
16667,female,1567AX,8527,2 medium,2 medi,1 low,no,,,
16668,female,1483JK,6718,3 high,2 medi,2 medium,yes,F,nap,0
16669,female,1438GH,5843,3 high,1 low,2 medium,no,,,
16670,male,1744TF,757,2 medium,1 low,3 high,no,,,
16671,female,1244QY,6398,3 high,1 low,2 medium,no,,,
16672,female,1554WF,2500,2 medium,1 low,3 high,no,,,
16673,female,1018RM,677,1 low,3 high,2 medium,yes,F,nap,0
16674,male,1149JN,1751,1 low,3 high,1 low,no,,,
16675,female,1947LI,64,3 high,1 low,2 medium,no,,,
16676,female,1236RH,2931,2 medium,2 medi,1 low,no,,,
16677,female,1230ZE,3852,3 high,2 medi,2 medium,no,,,
16678,male,1484UZ,3165,3 high,1 low,2 medium,yes,F,nap,0
16679,female,1809LK,120,1 low,2 medi,2 medium,no,,,
16680,male,1126HV,9791,3 high,1 low,3 high,no,,,
16681,female,1829ZP,7546,1 low,2 medi,2 medium,no,,,
16682,female,1851IA,4952,1 low,2 medi,3 high,no,,,
16683,male,1378WL,1705,2 medium,1 low,2 medium,yes,F,nap,0
16684,female,1608WN,5130,2 medium,2 medi,3 high,no,,,
16685,male,1134XX,8466,1 low,3 high,2 medium,no,,,
16686,female,1695SI,1788,1 low,2 medi,1 low,no,,,
16687,female,1713EB,5093,1 low,3 high,2 medium,no,,,
16688,female,1159GJ,168,2 medium,2 medi,3 high,yes,F,nap,0
16689,male,1922GE,6295,1 low,3 high,1 low,no,,,
16690,female,1894DA,5356,3 high,1 low,3 high,no,,,
16691,female,1093BF,5217,1 low,2 medi,3 high,no,,,
16692,female,1439CV,9275,2 medium,3 high,3 high,no,,,
16693,male,1541IQ,8749,1 low,2 medi,1 low,yes,F,nap,0
16694,male,1470VJ,9404,2 medium,2 medi,2 medium,no,,,
16695,female,1505RA,1182,3 high,1 low,3 high,no,,,
16696,male,1402UP,6727,1 low,3 high,2 medium,no,,,
16697,female,1398JP,9398,1 low,3 high,1 low,no,,,
16698,female,1283VY,3725,3 high,2 medi,1 low,yes,F,nap,0
16699,female,1153RA,3024,3 high,1 low,3 high,no,,,
16700,male,1790KI,2831,2 medium,1 low,1 low,no,,,
16701,female,1067UM,3350,2 medium,1 low,3 high,no,,,
16702,male,1130AA,1988,3 high,1 low,2 medium,no,,,
16703,female,1354HV,7833,1 low,2 medi,3 high,yes,F,nap,0
16704,male,1432PA,4069,1 low,3 high,1 low,no,,,
16705,male,1785IG,1679,2 medium,2 medi,2 medium,no,,,
16706,female,1849KO,4018,1 low,3 high,2 medium,no,,,
16707,female,1040RZ,2670,3 high,1 low,3 high,no,,,
16708,female,1548IB,4765,3 high,1 low,1 low,yes,F,nap,0
16709,male,1552NN,8804,1 low,3 high,2 medium,no,,,
16710,female,1016UI,9788,3 high,1 low,3 high,no,,,
16711,male,1057JK,5153,2 medium,1 low,3 high,no,,,
16712,male,1248FT,2762,2 medium,1 low,1 low,no,,,
16713,female,1835HO,1384,3 high,1 low,3 high,yes,F,nap,0
16714,female,1048FK,7236,1 low,3 high,2 medium,no,,,
16715,female,1065DF,8516,1 low,2 medi,2 medium,no,,,
16716,female,1027PC,13,1 low,2 medi,2 medium,no,,,
16717,female,1662DA,3999,1 low,3 high,3 high,no,,,
16718,female,1298VC,1789,1 low,3 high,2 medium,yes,F,nap,0
16719,female,1037KA,2827,3 high,1 low,3 high,no,,,
16720,male,1474XX,2108,2 medium,2 medi,3 high,no,,,
16721,female,1328DM,811,1 low,1 low,3 high,no,,,
16722,male,1561BJ,3114,2 medium,2 medi,1 low,no,,,
16723,female,1560YJ,8345,1 low,3 high,1 low,yes,F,nap,0
16724,female,1962EQ,7784,1 low,3 high,1 low,no,,,
16725,female,1088CK,2944,2 medium,2 medi,3 high,no,,,
16726,female,1370OR,2942,2 medium,1 low,2 medium,no,,,
16727,female,1860IW,8964,1 low,2 medi,2 medium,no,,,
16728,male,1897SU,2341,3 high,1 low,3 high,yes,F,nap,0
16729,male,1339YC,5907,1 low,3 high,1 low,no,,,
16730,male,1271AQ,3103,2 medium,1 low,2 medium,no,,,
16731,female,1592NZ,808,3 high,1 low,3 high,no,,,
16732,female,1112ON,6110,1 low,3 high,3 high,no,,,
16733,female,1749RM,4359,3 high,2 medi,3 high,yes,T,nap,0
16734,female,1830OK,8544,1 low,3 high,3 high,no,,,
16735,female,1845DU,5031,2 medium,1 low,1 low,no,,,
16736,female,1849EY,4616,2 medium,2 medi,3 high,no,,,
16737,female,1871YE,2694,1 low,3 high,3 high,no,,,
16738,male,1912DV,3660,3 high,1 low,2 medium,yes,F,nap,0
16739,female,1117AB,9492,1 low,2 medi,1 low,no,,,
16740,male,1670ZK,8711,2 medium,2 medi,2 medium,no,,,
16741,male,1819RZ,2277,3 high,1 low,3 high,no,,,
16742,male,1383WG,1095,2 medium,2 medi,3 high,no,,,
16743,male,1914AX,9362,2 medium,2 medi,2 medium,yes,F,nap,0
16744,female,1918NE,589,3 high,1 low,3 high,no,,,
16745,female,1875LG,6231,1 low,2 medi,1 low,no,,,
16746,female,1447NM,6514,3 high,1 low,3 high,no,,,
16747,male,1264DF,484,2 medium,2 medi,1 low,no,,,
16748,female,1434MY,3310,1 low,3 high,2 medium,yes,F,nap,0
16749,male,1180YB,5117,2 medium,2 medi,3 high,no,,,
16750,male,1947HD,9825,1 low,3 high,1 low,no,,,
16751,male,1601AK,7820,3 high,1 low,3 high,no,,,
16752,female,1242SL,3085,3 high,1 low,3 high,no,,,
16753,female,1840LN,1372,2 medium,2 medi,3 high,yes,F,nap,0
16754,female,1667TA,3000,2 medium,1 low,3 high,no,,,
16755,female,1281HK,510,1 low,2 medi,1 low,no,,,
16756,female,1656JV,4332,3 high,1 low,3 high,no,,,
16757,female,1430PD,9447,1 low,2 medi,1 low,no,,,
16758,female,1229VV,9592,1 low,3 high,2 medium,yes,F,nap,0
16759,female,1866GE,4158,1 low,3 high,3 high,no,,,
16760,male,1781IA,6431,3 high,1 low,3 high,no,,,
16761,male,1484PS,6399,1 low,3 high,1 low,no,,,
16762,female,1592OK,8726,3 high,1 low,3 high,no,,,
16763,female,1639ZA,3116,2 medium,2 medi,1 low,yes,F,nap,0
16764,male,1610UR,472,3 high,1 low,3 high,no,,,
16765,male,1601WR,4185,3 high,1 low,2 medium,no,,,
16766,male,1158TL,1220,2 medium,2 medi,2 medium,no,,,
16767,female,1693WJ,7246,3 high,1 low,3 high,no,,,
16768,female,1924NO,5387,1 low,3 high,1 low,yes,F,nap,0
16769,male,1744AI,9176,2 medium,2 medi,3 high,no,,,
16770,female,1065YJ,2501,1 low,3 high,1 low,no,,,
16771,female,1835TJ,2502,2 medium,1 low,2 medium,no,,,
16772,male,1995XH,6395,1 low,2 medi,1 low,no,,,
16773,female,1343CV,8909,1 low,2 medi,2 medium,yes,F,nap,0
16774,male,1892MR,7036,2 medium,1 low,3 high,no,,,
16775,female,1090OS,3846,2 medium,2 medi,1 low,no,,,
16776,female,1484BO,7290,3 high,1 low,2 medium,no,,,
16777,male,1389PK,9917,3 high,1 low,3 high,no,,,
16778,male,1955OE,172,3 high,2 medi,1 low,yes,F,nap,0
16779,female,1192IB,2450,1 low,3 high,1 low,no,,,
16780,male,1937TN,8268,3 high,1 low,3 high,no,,,
16781,female,1736AW,10,3 high,2 medi,2 medium,no,,,
16782,female,1611UR,8104,2 medium,1 low,1 low,no,,,
16783,male,1892TH,301,3 high,1 low,3 high,yes,F,nap,0
16784,male,1296RH,9907,3 high,1 low,2 medium,no,,,
16785,female,1208GZ,2264,2 medium,2 medi,3 high,no,,,
16786,female,1355HV,787,2 medium,2 medi,1 low,no,,,
16787,female,1256VX,1866,1 low,2 medi,3 high,no,,,
16788,male,1186JS,8227,2 medium,3 high,3 high,yes,F,nap,0
16789,female,1084UP,7305,2 medium,2 medi,3 high,no,,,
16790,female,1721KY,9760,1 low,3 high,1 low,no,,,
16791,male,1359WF,8076,2 medium,1 low,2 medium,no,,,
16792,female,1024YM,2510,1 low,3 high,2 medium,no,,,
16793,female,1614JT,3904,1 low,2 medi,2 medium,yes,F,nap,0
16794,female,1184XD,7666,2 medium,1 low,1 low,no,,,
16795,male,1796KV,3078,1 low,2 medi,2 medium,no,,,
16796,female,1116PR,5448,2 medium,2 medi,3 high,no,,,
16797,male,1112JX,193,2 medium,2 medi,3 high,no,,,
16798,male,1255NH,541,2 medium,2 medi,1 low,yes,F,nap,0
16799,male,1374OM,9290,1 low,2 medi,1 low,no,,,
16800,female,1355TB,3107,3 high,1 low,3 high,no,,,
16801,female,1850VZ,8718,1 low,3 high,1 low,no,,,
16802,female,1585MT,7330,2 medium,2 medi,3 high,no,,,
16803,male,1212CS,9692,2 medium,1 low,3 high,yes,F,nap,0
16804,male,1326RJ,5076,3 high,1 low,2 medium,no,,,
16805,male,1174CV,3194,1 low,3 high,3 high,no,,,
16806,male,1865JO,486,2 medium,3 high,3 high,no,,,
16807,female,1047CU,111,2 medium,1 low,2 medium,no,,,
16808,female,1201XR,6747,3 high,1 low,3 high,yes,F,nap,0
16809,female,1383VI,1864,3 high,1 low,3 high,no,,,
16810,male,1727TK,6106,2 medium,2 medi,1 low,no,,,
16811,female,1125GI,8742,1 low,3 high,2 medium,no,,,
16812,female,1441JF,8222,1 low,3 high,2 medium,no,,,
16813,male,1847DX,5948,1 low,3 high,3 high,yes,F,nap,0
16814,female,1437KA,1139,1 low,2 medi,1 low,no,,,
16815,male,1710QR,2900,1 low,2 medi,3 high,no,,,
16816,male,1299UU,1677,2 medium,1 low,3 high,no,,,
16817,male,1899KH,4697,1 low,3 high,2 medium,no,,,
16818,female,1403FR,755,3 high,1 low,2 medium,yes,F,nap,0
16819,female,1180IC,9611,1 low,3 high,2 medium,no,,,
16820,male,1913IK,270,1 low,3 high,3 high,no,,,
16821,female,1337RJ,3216,3 high,1 low,3 high,no,,,
16822,male,1673JV,13,3 high,1 low,3 high,no,,,
16823,female,1126AM,6832,3 high,1 low,3 high,yes,F,nap,0
16824,female,1812KU,2114,3 high,2 medi,1 low,no,,,
16825,male,1718PV,918,3 high,1 low,2 medium,no,,,
16826,male,1033TX,2308,3 high,1 low,2 medium,no,,,
16827,female,1051HV,6804,2 medium,1 low,2 medium,no,,,
16828,female,1614WR,2573,1 low,3 high,1 low,yes,F,nap,0
16829,male,1469JD,2109,1 low,3 high,1 low,no,,,
16830,female,1906FQ,4427,2 medium,2 medi,3 high,no,,,
16831,male,1875XB,1739,1 low,3 high,1 low,no,,,
16832,female,1327AI,9313,2 medium,2 medi,2 medium,no,,,
16833,female,1578QT,1049,1 low,3 high,2 medium,yes,F,nap,0
16834,male,1459DH,3301,3 high,1 low,3 high,no,,,
16835,female,1433TE,7176,1 low,3 high,1 low,no,,,
16836,female,1047NW,3521,3 high,1 low,3 high,no,,,
16837,male,1896PY,396,1 low,3 high,2 medium,no,,,
16838,female,1692ND,6597,1 low,3 high,3 high,yes,F,nap,0
16839,female,1969QY,1501,3 high,1 low,3 high,no,,,
16840,male,1057DB,3266,2 medium,2 medi,2 medium,no,,,
16841,male,1044LO,9033,2 medium,1 low,3 high,no,,,
16842,female,1150CU,9470,3 high,1 low,3 high,no,,,
16843,female,1049PW,5471,3 high,2 medi,2 medium,yes,F,nap,0
16844,female,1932UW,4709,3 high,1 low,2 medium,no,,,
16845,male,1099NA,2659,1 low,3 high,2 medium,no,,,
16846,female,1013LF,8548,2 medium,1 low,3 high,no,,,
16847,female,1643BB,1727,1 low,2 medi,2 medium,no,,,
16848,female,1637VP,9933,2 medium,2 medi,2 medium,yes,F,nap,0
16849,female,1906DS,1166,1 low,3 high,2 medium,no,,,
16850,female,1399FN,824,3 high,1 low,3 high,no,,,
16851,female,1643WW,1553,1 low,3 high,2 medium,no,,,
16852,male,1025KE,6462,3 high,1 low,2 medium,no,,,
16853,female,1577UL,1372,2 medium,1 low,3 high,yes,F,nap,0
16854,female,1072TN,1038,3 high,1 low,2 medium,no,,,
16855,female,1154TB,3768,2 medium,1 low,1 low,no,,,
16856,female,1333FU,9547,2 medium,2 medi,2 medium,no,,,
16857,female,1383LY,8865,2 medium,2 medi,2 medium,no,,,
16858,female,1326CK,6106,1 low,3 high,1 low,yes,F,nap,0
16859,male,1190YD,7639,3 high,2 medi,2 medium,no,,,
16860,male,1095RZ,3382,3 high,1 low,3 high,no,,,
16861,male,1260BH,9663,3 high,1 low,2 medium,no,,,
16862,female,1702VP,798,1 low,3 high,3 high,no,,,
16863,male,1985RN,7937,3 high,1 low,2 medium,yes,F,nap,0
16864,female,1030EH,5539,3 high,1 low,3 high,no,,,
16865,male,1512PR,5897,2 medium,3 high,1 low,no,,,
16866,female,1074WC,2796,1 low,3 high,1 low,no,,,
16867,female,1285WH,8296,2 medium,2 medi,1 low,no,,,
16868,female,1145NI,8804,3 high,1 low,1 low,yes,F,nap,0
16869,female,1701LX,4706,2 medium,2 medi,3 high,no,,,
16870,female,1959XX,3289,1 low,3 high,1 low,no,,,
16871,male,1449HK,4128,3 high,1 low,3 high,no,,,
16872,male,1039YG,5613,3 high,1 low,2 medium,no,,,
16873,female,1159ZW,1150,2 medium,2 medi,3 high,yes,F,nap,0
16874,female,1211PE,2647,1 low,2 medi,2 medium,no,,,
16875,female,1750KV,8748,2 medium,1 low,2 medium,no,,,
16876,female,1599NS,2033,1 low,3 high,1 low,no,,,
16877,female,1677CH,4335,1 low,3 high,1 low,no,,,
16878,female,1125FA,3785,1 low,2 medi,1 low,yes,F,nap,0
16879,male,1677MN,4591,2 medium,1 low,3 high,no,,,
16880,female,1100ZM,1746,2 medium,2 medi,2 medium,no,,,
16881,female,1615IO,1401,1 low,2 medi,3 high,no,,,
16882,male,1930QF,3378,3 high,1 low,2 medium,no,,,
16883,female,1632NZ,3804,3 high,1 low,3 high,yes,F,nap,0
16884,male,1707TM,3876,2 medium,1 low,3 high,no,,,
16885,female,1992KU,4270,3 high,1 low,1 low,no,,,
16886,male,1104PK,2453,2 medium,2 medi,2 medium,no,,,
16887,male,1231CM,2230,1 low,3 high,1 low,no,,,
16888,female,1574UJ,3577,1 low,2 medi,3 high,yes,F,nap,0
16889,female,1995ES,3009,3 high,1 low,3 high,no,,,
16890,male,1653GS,8677,2 medium,2 medi,2 medium,no,,,
16891,male,1002EH,8927,3 high,1 low,3 high,no,,,
16892,male,1944FJ,9413,3 high,1 low,3 high,no,,,
16893,female,1474TS,7045,2 medium,1 low,3 high,yes,F,nap,0
16894,male,1228JU,2038,3 high,1 low,2 medium,no,,,
16895,female,1692QH,6763,3 high,1 low,3 high,no,,,
16896,female,1449QN,554,2 medium,2 medi,1 low,no,,,
16897,male,1041JP,2990,3 high,1 low,3 high,no,,,
16898,female,1019ZO,9273,3 high,1 low,1 low,yes,F,nap,0
16899,male,1358MU,6398,2 medium,2 medi,3 high,no,,,
16900,female,1809PQ,6924,3 high,1 low,3 high,no,,,
16901,male,1774YO,5854,1 low,2 medi,3 high,no,,,
16902,male,1453XP,8482,2 medium,2 medi,3 high,no,,,
16903,female,1271DF,8568,3 high,1 low,2 medium,yes,F,nap,0
16904,female,1336UL,8094,1 low,3 high,1 low,no,,,
16905,male,1517BC,7945,1 low,3 high,2 medium,no,,,
16906,female,1099FE,9093,3 high,1 low,3 high,no,,,
16907,male,1020FR,9151,1 low,3 high,2 medium,no,,,
16908,female,1628CR,8962,3 high,2 medi,1 low,yes,F,nap,0
16909,female,1972NH,6240,2 medium,2 medi,1 low,no,,,
16910,female,1361CE,9235,3 high,1 low,3 high,no,,,
16911,female,1602XO,3141,3 high,1 low,3 high,no,,,
16912,male,1873DA,348,1 low,3 high,2 medium,no,,,
16913,female,1612HC,9593,3 high,1 low,2 medium,yes,F,nap,0
16914,female,1585TC,6337,3 high,1 low,3 high,no,,,
16915,female,1134BQ,2476,2 medium,2 medi,2 medium,no,,,
16916,female,1750FH,4046,3 high,1 low,3 high,no,,,
16917,female,1970ES,8868,3 high,1 low,2 medium,no,,,
16918,male,1756VO,7713,3 high,1 low,3 high,yes,F,nap,0
16919,male,1344FV,5560,1 low,2 medi,3 high,no,,,
16920,female,1723BM,5740,1 low,3 high,1 low,no,,,
16921,female,1744AD,310,3 high,1 low,2 medium,no,,,
16922,female,1998XX,710,3 high,1 low,3 high,no,,,
16923,female,1275KR,6780,1 low,3 high,2 medium,yes,F,nap,0
16924,male,1150IV,2200,2 medium,2 medi,1 low,no,,,
16925,male,1497SA,9521,1 low,3 high,1 low,no,,,
16926,female,1073VA,1602,1 low,2 medi,1 low,no,,,
16927,female,1781EX,8795,2 medium,2 medi,2 medium,no,,,
16928,female,1545KF,125,3 high,2 medi,1 low,yes,F,nap,0
16929,male,1988DE,209,2 medium,1 low,2 medium,no,,,
16930,female,1903RB,9870,1 low,3 high,2 medium,no,,,
16931,female,1139XA,2038,1 low,2 medi,3 high,no,,,
16932,female,1017QU,1971,3 high,2 medi,2 medium,no,,,
16933,female,1652ET,680,2 medium,1 low,3 high,yes,F,nap,0
16934,male,1333LO,1094,1 low,1 low,2 medium,no,,,
16935,male,1552OF,5308,3 high,1 low,3 high,no,,,
16936,female,1032BN,722,3 high,1 low,1 low,no,,,
16937,male,1157TP,9558,3 high,1 low,3 high,no,,,
16938,male,1964YE,6184,2 medium,2 medi,1 low,yes,F,nap,0
16939,male,1070LO,3954,1 low,3 high,2 medium,no,,,
16940,female,1710EV,1548,3 high,1 low,2 medium,no,,,
16941,female,1277BP,1118,3 high,1 low,3 high,no,,,
16942,female,1912GH,1462,2 medium,2 medi,2 medium,no,,,
16943,female,1346ZN,5309,3 high,2 medi,3 high,yes,T,yes,2
16944,female,1737UY,6692,2 medium,2 medi,1 low,no,,,
16945,female,1121HA,2436,1 low,3 high,2 medium,no,,,
16946,female,1408DL,9237,1 low,3 high,2 medium,no,,,
16947,male,1522HW,3950,2 medium,1 low,2 medium,no,,,
16948,male,1862EK,6061,3 high,1 low,3 high,yes,F,nap,0
16949,female,1440OL,2281,3 high,2 medi,1 low,no,,,
16950,male,1694DK,4550,3 high,1 low,1 low,no,,,
16951,female,1134JU,3992,3 high,2 medi,2 medium,no,,,
16952,female,1001FA,6747,2 medium,1 low,1 low,no,,,
16953,female,1324GI,9569,2 medium,2 medi,1 low,yes,F,nap,0
16954,female,1730IJ,1309,2 medium,2 medi,3 high,no,,,
16955,female,1198DD,3071,3 high,1 low,2 medium,no,,,
16956,female,1129VD,4240,2 medium,3 high,2 medium,no,,,
16957,female,1898QK,5648,1 low,3 high,2 medium,no,,,
16958,female,1087FO,7965,3 high,1 low,3 high,yes,F,nap,0
16959,female,1328RJ,1238,3 high,1 low,3 high,no,,,
16960,female,1388JC,3024,1 low,3 high,2 medium,no,,,
16961,female,1234LG,4887,2 medium,1 low,3 high,no,,,
16962,female,1452SJ,5337,2 medium,1 low,3 high,no,,,
16963,female,1220ET,1103,3 high,1 low,2 medium,yes,F,nap,0
16964,male,1585AV,6092,1 low,3 high,2 medium,no,,,
16965,male,1234FN,3131,3 high,1 low,3 high,no,,,
16966,female,1725TJ,1667,2 medium,3 high,2 medium,no,,,
16967,female,1965SH,6733,2 medium,1 low,2 medium,no,,,
16968,female,1889TQ,7242,1 low,3 high,1 low,yes,F,nap,0
16969,female,1344FQ,3821,1 low,3 high,1 low,no,,,
16970,male,1321OW,9376,1 low,3 high,1 low,no,,,
16971,female,1539PQ,9333,3 high,1 low,3 high,no,,,
16972,male,1736BL,5050,3 high,1 low,1 low,no,,,
16973,male,1450ML,6450,2 medium,2 medi,3 high,yes,F,nap,0
16974,male,1069JI,9041,3 high,1 low,3 high,no,,,
16975,female,1509YX,3368,2 medium,1 low,2 medium,no,,,
16976,female,1322OV,6241,1 low,3 high,1 low,no,,,
